"['21.14704384356473', '1']"
"['20.391792277723134', '1']"
"['20.391792277723134', '0']"
"['21.90229540940633', '1']"
"['21.90229540940633', '1']"
"['20.391792277723134', '1']"
"['22.65754697524793', '1']"
"['24.92330167277272', '0']"
"['21.14704384356473', '1']"
"['24.92330167277272', '1']"
"['24.168050106931123', '1']"
"['26.433804804455914', '1']"
"['24.92330167277272', '0']"
"['27.94430793613911', '0']"
"['25.678553238614317', '1']"
"['22.65754697524793', '0']"
"['22.65754697524793', '1']"
"['75.52515658415976', '0']"
"['46.070345516337454', '1']"
"['30.9653141995055', '0']"
"['33.23106889703029', '1']"
"['27.98405801855182', '1']"
"['25.652053183672503', '1']"
"['26.818055601112164', '0']"
"['27.98405801855182', '1']"
"['27.98405801855182', '0']"
"['26.235054392392332', '0']"
"['24.486050766232843', '1']"
"['25.069051974952675', '1']"
"['23.320048348793186', '1']"
"['22.154045931353526', '1']"
"['23.903049557513015', '0']"
"['23.903049557513015', '0']"
"['22.737047140073354', '0']"
"['25.069051974952675', '0']"
"['23.903049557513015', '1']"
"['20.405042305194037', '1']"
"['22.737047140073354', '0']"
"['24.486050766232843', '1']"
"['22.737047140073354', '1']"
"['22.154045931353526', '1']"
"['23.903049557513015', '1']"
"['25.652053183672503', '1']"
"['27.98405801855182', '1']"
"['33.81407010575012', '1']"
"['33.81407010575012', '1']"
"['34.980072523189776', '0']"
"['30.31606285343114', '1']"
"['27.98405801855182', '1']"
"['32.06506647959063', '1']"
"['31.4820652708708', '1']"
"['30.89906406215097', '1']"
"['32.06506647959063', '1']"
"['32.06506647959063', '0']"
"['30.89906406215097', '1']"
"['30.89906406215097', '0']"
"['28.567059227271653', '1']"
"['27.401056809831992', '1']"
"['43.142089445267395', '1']"
"['50.13810394990535', '1']"
"['41.3930858191079', '0']"
"['35.563073731909604', '1']"
"['44.30809186270705', '1']"
"['46.64009669758637', '0']"
"['37.895078566788925', '1']"
"['38.47807977550875', '1']"
"['40.227083401668246', '0']"
"['42.55908823654757', '0']"
"['37.3120773580691', '0']"
"['39.64408219294842', '1']"
"['58.30012087198296', '1']"
"['38.47807977550875', '0']"
"['33.81407010575012', '0']"
"['36.14607494062944', '1']"
"['34.39707131446995', '0']"
"['33.23106889703029', '0']"
"['31.4820652708708', '1']"
"['32.06506647959063', '1']"
"['30.89906406215097', '1']"
"['32.64806768831046', '0']"
"['29.15006043599148', '1']"
"['32.06506647959063', '0']"
"['30.31606285343114', '0']"
"['30.89906406215097', '0']"
"['32.06506647959063', '1']"
"['41.3930858191079', '0']"
"['33.23106889703029', '1']"
"['31.4820652708708', '1']"
"['27.401056809831992', '1']"
"['27.401056809831992', '0']"
"['27.401056809831992', '1']"
"['26.235054392392332', '1']"
"['23.320048348793186', '1']"
"['25.069051974952675', '1']"
"['25.652053183672503', '0']"
