"['104.52', '108.11', '111.43', '113.84', '112.92', '111.21', '112.55', '113.13', '114.43', '122.06', '121.7', '120.57', '127.83', '1']"
"['477.25', '473.9', '455.35', '454.89', '426.72', '398.59', '408.04', '402.66', '399.96', '425.2', '425.22', '410.39', '399.63', '1']"
"['473.9', '455.35', '454.89', '426.72', '398.59', '408.04', '402.66', '399.96', '425.2', '425.22', '410.39', '399.63', '400.86', '0']"
"['455.35', '454.89', '426.72', '398.59', '408.04', '402.66', '399.96', '425.2', '425.22', '410.39', '399.63', '400.86', '384.12', '0']"
"['454.89', '426.72', '398.59', '408.04', '402.66', '399.96', '425.2', '425.22', '410.39', '399.63', '400.86', '384.12', '376.68', '1']"
"['426.72', '398.59', '408.04', '402.66', '399.96', '425.2', '425.22', '410.39', '399.63', '400.86', '384.12', '376.68', '384.7', '0']"
"['398.59', '408.04', '402.66', '399.96', '425.2', '425.22', '410.39', '399.63', '400.86', '384.12', '376.68', '384.7', '373.14', '1']"
"['408.04', '402.66', '399.96', '425.2', '425.22', '410.39', '399.63', '400.86', '384.12', '376.68', '384.7', '373.14', '375.96', '0']"
"['402.66', '399.96', '425.2', '425.22', '410.39', '399.63', '400.86', '384.12', '376.68', '384.7', '373.14', '375.96', '362.11', '0']"
"['399.96', '425.2', '425.22', '410.39', '399.63', '400.86', '384.12', '376.68', '384.7', '373.14', '375.96', '362.11', '334.94', '0']"
"['425.2', '425.22', '410.39', '399.63', '400.86', '384.12', '376.68', '384.7', '373.14', '375.96', '362.11', '334.94', '315.09', '1']"
"['425.22', '410.39', '399.63', '400.86', '384.12', '376.68', '384.7', '373.14', '375.96', '362.11', '334.94', '315.09', '333.68', '0']"
"['410.39', '399.63', '400.86', '384.12', '376.68', '384.7', '373.14', '375.96', '362.11', '334.94', '315.09', '333.68', '331', '1']"
"['399.63', '400.86', '384.12', '376.68', '384.7', '373.14', '375.96', '362.11', '334.94', '315.09', '333.68', '331', '345.6', '1']"
"['400.86', '384.12', '376.68', '384.7', '373.14', '375.96', '362.11', '334.94', '315.09', '333.68', '331', '345.6', '366.31', '0']"
"['384.12', '376.68', '384.7', '373.14', '375.96', '362.11', '334.94', '315.09', '333.68', '331', '345.6', '366.31', '359.67', '1']"
"['376.68', '384.7', '373.14', '375.96', '362.11', '334.94', '315.09', '333.68', '331', '345.6', '366.31', '359.67', '366.33', '1']"
"['384.7', '373.14', '375.96', '362.11', '334.94', '315.09', '333.68', '331', '345.6', '366.31', '359.67', '366.33', '369.74', '1']"
"['373.14', '375.96', '362.11', '334.94', '315.09', '333.68', '331', '345.6', '366.31', '359.67', '366.33', '369.74', '383.29', '1']"
"['375.96', '362.11', '334.94', '315.09', '333.68', '331', '345.6', '366.31', '359.67', '366.33', '369.74', '383.29', '402.46', '0']"
"['362.11', '334.94', '315.09', '333.68', '331', '345.6', '366.31', '359.67', '366.33', '369.74', '383.29', '402.46', '392.54', '0']"
"['334.94', '315.09', '333.68', '331', '345.6', '366.31', '359.67', '366.33', '369.74', '383.29', '402.46', '392.54', '381.82', '0']"
"['315.09', '333.68', '331', '345.6', '366.31', '359.67', '366.33', '369.74', '383.29', '402.46', '392.54', '381.82', '380.69', '1']"
"['333.68', '331', '345.6', '366.31', '359.67', '366.33', '369.74', '383.29', '402.46', '392.54', '381.82', '380.69', '387.64', '1']"
"['331', '345.6', '366.31', '359.67', '366.33', '369.74', '383.29', '402.46', '392.54', '381.82', '380.69', '387.64', '388.46', '0']"
"['345.6', '366.31', '359.67', '366.33', '369.74', '383.29', '402.46', '392.54', '381.82', '380.69', '387.64', '388.46', '381.29', '0']"
"['366.31', '359.67', '366.33', '369.74', '383.29', '402.46', '392.54', '381.82', '380.69', '387.64', '388.46', '381.29', '378.31', '1']"
"['359.67', '366.33', '369.74', '383.29', '402.46', '392.54', '381.82', '380.69', '387.64', '388.46', '381.29', '378.31', '381.92', '0']"
"['366.33', '369.74', '383.29', '402.46', '392.54', '381.82', '380.69', '387.64', '388.46', '381.29', '378.31', '381.92', '362.39', '0']"
"['369.74', '383.29', '402.46', '392.54', '381.82', '380.69', '387.64', '388.46', '381.29', '378.31', '381.92', '362.39', '356.69', '0']"
"['383.29', '402.46', '392.54', '381.82', '380.69', '387.64', '388.46', '381.29', '378.31', '381.92', '362.39', '356.69', '348.43', '1']"
"['402.46', '392.54', '381.82', '380.69', '387.64', '388.46', '381.29', '378.31', '381.92', '362.39', '356.69', '348.43', '350.32', '1']"
"['392.54', '381.82', '380.69', '387.64', '388.46', '381.29', '378.31', '381.92', '362.39', '356.69', '348.43', '350.32', '352.32', '1']"
"['381.82', '380.69', '387.64', '388.46', '381.29', '378.31', '381.92', '362.39', '356.69', '348.43', '350.32', '352.32', '353.86', '0']"
"['380.69', '387.64', '388.46', '381.29', '378.31', '381.92', '362.39', '356.69', '348.43', '350.32', '352.32', '353.86', '340.2', '1']"
"['387.64', '388.46', '381.29', '378.31', '381.92', '362.39', '356.69', '348.43', '350.32', '352.32', '353.86', '340.2', '342.12', '0']"
"['388.46', '381.29', '378.31', '381.92', '362.39', '356.69', '348.43', '350.32', '352.32', '353.86', '340.2', '342.12', '336.23', '0']"
"['381.29', '378.31', '381.92', '362.39', '356.69', '348.43', '350.32', '352.32', '353.86', '340.2', '342.12', '336.23', '326.35', '0']"
"['378.31', '381.92', '362.39', '356.69', '348.43', '350.32', '352.32', '353.86', '340.2', '342.12', '336.23', '326.35', '324.45', '1']"
"['381.92', '362.39', '356.69', '348.43', '350.32', '352.32', '353.86', '340.2', '342.12', '336.23', '326.35', '324.45', '326.45', '1']"
"['362.39', '356.69', '348.43', '350.32', '352.32', '353.86', '340.2', '342.12', '336.23', '326.35', '324.45', '326.45', '327.98', '1']"
"['356.69', '348.43', '350.32', '352.32', '353.86', '340.2', '342.12', '336.23', '326.35', '324.45', '326.45', '327.98', '341.03', '1']"
"['348.43', '350.32', '352.32', '353.86', '340.2', '342.12', '336.23', '326.35', '324.45', '326.45', '327.98', '341.03', '346.86', '0']"
"['350.32', '352.32', '353.86', '340.2', '342.12', '336.23', '326.35', '324.45', '326.45', '327.98', '341.03', '346.86', '342.99', '1']"
"['352.32', '353.86', '340.2', '342.12', '336.23', '326.35', '324.45', '326.45', '327.98', '341.03', '346.86', '342.99', '344.23', '1']"
"['353.86', '340.2', '342.12', '336.23', '326.35', '324.45', '326.45', '327.98', '341.03', '346.86', '342.99', '344.23', '357.54', '1']"
"['340.2', '342.12', '336.23', '326.35', '324.45', '326.45', '327.98', '341.03', '346.86', '342.99', '344.23', '357.54', '374.76', '0']"
"['342.12', '336.23', '326.35', '324.45', '326.45', '327.98', '341.03', '346.86', '342.99', '344.23', '357.54', '374.76', '366.74', '1']"
"['336.23', '326.35', '324.45', '326.45', '327.98', '341.03', '346.86', '342.99', '344.23', '357.54', '374.76', '366.74', '413.77', '1']"
"['326.35', '324.45', '326.45', '327.98', '341.03', '346.86', '342.99', '344.23', '357.54', '374.76', '366.74', '413.77', '418.8', '0']"
"['324.45', '326.45', '327.98', '341.03', '346.86', '342.99', '344.23', '357.54', '374.76', '366.74', '413.77', '418.8', '396.8', '0']"
"['326.45', '327.98', '341.03', '346.86', '342.99', '344.23', '357.54', '374.76', '366.74', '413.77', '418.8', '396.8', '379.74', '1']"
"['327.98', '341.03', '346.86', '342.99', '344.23', '357.54', '374.76', '366.74', '413.77', '418.8', '396.8', '379.74', '386.74', '1']"
"['341.03', '346.86', '342.99', '344.23', '357.54', '374.76', '366.74', '413.77', '418.8', '396.8', '379.74', '386.74', '388.9', '0']"
"['346.86', '342.99', '344.23', '357.54', '374.76', '366.74', '413.77', '418.8', '396.8', '379.74', '386.74', '388.9', '376.57', '1']"
"['342.99', '344.23', '357.54', '374.76', '366.74', '413.77', '418.8', '396.8', '379.74', '386.74', '388.9', '376.57', '376.93', '0']"
"['344.23', '357.54', '374.76', '366.74', '413.77', '418.8', '396.8', '379.74', '386.74', '388.9', '376.57', '376.93', '361.7', '0']"
"['357.54', '374.76', '366.74', '413.77', '418.8', '396.8', '379.74', '386.74', '388.9', '376.57', '376.93', '361.7', '351.01', '1']"
"['374.76', '366.74', '413.77', '418.8', '396.8', '379.74', '386.74', '388.9', '376.57', '376.93', '361.7', '351.01', '355.25', '1']"
"['366.74', '413.77', '418.8', '396.8', '379.74', '386.74', '388.9', '376.57', '376.93', '361.7', '351.01', '355.25', '363.06', '1']"
"['413.77', '418.8', '396.8', '379.74', '386.74', '388.9', '376.57', '376.93', '361.7', '351.01', '355.25', '363.06', '378.3', '0']"
"['418.8', '396.8', '379.74', '386.74', '388.9', '376.57', '376.93', '361.7', '351.01', '355.25', '363.06', '378.3', '377.93', '0']"
"['396.8', '379.74', '386.74', '388.9', '376.57', '376.93', '361.7', '351.01', '355.25', '363.06', '378.3', '377.93', '369.61', '1']"
"['379.74', '386.74', '388.9', '376.57', '376.93', '361.7', '351.01', '355.25', '363.06', '378.3', '377.93', '369.61', '369.79', '1']"
"['386.74', '388.9', '376.57', '376.93', '361.7', '351.01', '355.25', '363.06', '378.3', '377.93', '369.61', '369.79', '375.03', '1']"
"['388.9', '376.57', '376.93', '361.7', '351.01', '355.25', '363.06', '378.3', '377.93', '369.61', '369.79', '375.03', '376.28', '1']"
"['376.57', '376.93', '361.7', '351.01', '355.25', '363.06', '378.3', '377.93', '369.61', '369.79', '375.03', '376.28', '377.59', '1']"
"['376.93', '361.7', '351.01', '355.25', '363.06', '378.3', '377.93', '369.61', '369.79', '375.03', '376.28', '377.59', '379.24', '1']"
"['361.7', '351.01', '355.25', '363.06', '378.3', '377.93', '369.61', '369.79', '375.03', '376.28', '377.59', '379.24', '381.39', '0']"
"['351.01', '355.25', '363.06', '378.3', '377.93', '369.61', '369.79', '375.03', '376.28', '377.59', '379.24', '381.39', '377.54', '0']"
"['355.25', '363.06', '378.3', '377.93', '369.61', '369.79', '375.03', '376.28', '377.59', '379.24', '381.39', '377.54', '372.21', '1']"
"['363.06', '378.3', '377.93', '369.61', '369.79', '375.03', '376.28', '377.59', '379.24', '381.39', '377.54', '372.21', '372.56', '1']"
"['378.3', '377.93', '369.61', '369.79', '375.03', '376.28', '377.59', '379.24', '381.39', '377.54', '372.21', '372.56', '375.12', '1']"
"['377.93', '369.61', '369.79', '375.03', '376.28', '377.59', '379.24', '381.39', '377.54', '372.21', '372.56', '375.12', '375.34', '0']"
"['369.61', '369.79', '375.03', '376.28', '377.59', '379.24', '381.39', '377.54', '372.21', '372.56', '375.12', '375.34', '365.7', '0']"
"['369.79', '375.03', '376.28', '377.59', '379.24', '381.39', '377.54', '372.21', '372.56', '375.12', '375.34', '365.7', '352.35', '0']"
"['375.03', '376.28', '377.59', '379.24', '381.39', '377.54', '372.21', '372.56', '375.12', '375.34', '365.7', '352.35', '348.02', '1']"
"['376.28', '377.59', '379.24', '381.39', '377.54', '372.21', '372.56', '375.12', '375.34', '365.7', '352.35', '348.02', '349.98', '1']"
"['377.59', '379.24', '381.39', '377.54', '372.21', '372.56', '375.12', '375.34', '365.7', '352.35', '348.02', '349.98', '352.15', '0']"
"['379.24', '381.39', '377.54', '372.21', '372.56', '375.12', '375.34', '365.7', '352.35', '348.02', '349.98', '352.15', '347.43', '1']"
"['381.39', '377.54', '372.21', '372.56', '375.12', '375.34', '365.7', '352.35', '348.02', '349.98', '352.15', '347.43', '351.11', '0']"
"['377.54', '372.21', '372.56', '375.12', '375.34', '365.7', '352.35', '348.02', '349.98', '352.15', '347.43', '351.11', '340.24', '0']"
"['372.21', '372.56', '375.12', '375.34', '365.7', '352.35', '348.02', '349.98', '352.15', '347.43', '351.11', '340.24', '330.69', '0']"
"['372.56', '375.12', '375.34', '365.7', '352.35', '348.02', '349.98', '352.15', '347.43', '351.11', '340.24', '330.69', '320.79', '0']"
"['375.12', '375.34', '365.7', '352.35', '348.02', '349.98', '352.15', '347.43', '351.11', '340.24', '330.69', '320.79', '312.43', '1']"
"['375.34', '365.7', '352.35', '348.02', '349.98', '352.15', '347.43', '351.11', '340.24', '330.69', '320.79', '312.43', '314.99', '1']"
"['365.7', '352.35', '348.02', '349.98', '352.15', '347.43', '351.11', '340.24', '330.69', '320.79', '312.43', '314.99', '326.96', '0']"
"['352.35', '348.02', '349.98', '352.15', '347.43', '351.11', '340.24', '330.69', '320.79', '312.43', '314.99', '326.96', '322.57', '1']"
"['348.02', '349.98', '352.15', '347.43', '351.11', '340.24', '330.69', '320.79', '312.43', '314.99', '326.96', '322.57', '330.07', '1']"
"['349.98', '352.15', '347.43', '351.11', '340.24', '330.69', '320.79', '312.43', '314.99', '326.96', '322.57', '330.07', '334.74', '0']"
"['352.15', '347.43', '351.11', '340.24', '330.69', '320.79', '312.43', '314.99', '326.96', '322.57', '330.07', '334.74', '325.19', '0']"
"['347.43', '351.11', '340.24', '330.69', '320.79', '312.43', '314.99', '326.96', '322.57', '330.07', '334.74', '325.19', '318.48', '1']"
"['351.11', '340.24', '330.69', '320.79', '312.43', '314.99', '326.96', '322.57', '330.07', '334.74', '325.19', '318.48', '326.1', '0']"
"['340.24', '330.69', '320.79', '312.43', '314.99', '326.96', '322.57', '330.07', '334.74', '325.19', '318.48', '326.1', '316.53', '1']"
"['330.69', '320.79', '312.43', '314.99', '326.96', '322.57', '330.07', '334.74', '325.19', '318.48', '326.1', '316.53', '316.67', '0']"
"['320.79', '312.43', '314.99', '326.96', '322.57', '330.07', '334.74', '325.19', '318.48', '326.1', '316.53', '316.67', '314.42', '0']"
"['312.43', '314.99', '326.96', '322.57', '330.07', '334.74', '325.19', '318.48', '326.1', '316.53', '316.67', '314.42', '309.81', '1']"
"['314.99', '326.96', '322.57', '330.07', '334.74', '325.19', '318.48', '326.1', '316.53', '316.67', '314.42', '309.81', '316.9', '0']"
"['326.96', '322.57', '330.07', '334.74', '325.19', '318.48', '326.1', '316.53', '316.67', '314.42', '309.81', '316.9', '315.23', '0']"
"['322.57', '330.07', '334.74', '325.19', '318.48', '326.1', '316.53', '316.67', '314.42', '309.81', '316.9', '315.23', '315.03', '0']"
"['330.07', '334.74', '325.19', '318.48', '326.1', '316.53', '316.67', '314.42', '309.81', '316.9', '315.23', '315.03', '293.11', '0']"
"['334.74', '325.19', '318.48', '326.1', '316.53', '316.67', '314.42', '309.81', '316.9', '315.23', '315.03', '293.11', '271.68', '0']"
"['325.19', '318.48', '326.1', '316.53', '316.67', '314.42', '309.81', '316.9', '315.23', '315.03', '293.11', '271.68', '271.39', '1']"
"['318.48', '326.1', '316.53', '316.67', '314.42', '309.81', '316.9', '315.23', '315.03', '293.11', '271.68', '271.39', '282.85', '1']"
"['326.1', '316.53', '316.67', '314.42', '309.81', '316.9', '315.23', '315.03', '293.11', '271.68', '271.39', '282.85', '293.46', '0']"
"['316.53', '316.67', '314.42', '309.81', '316.9', '315.23', '315.03', '293.11', '271.68', '271.39', '282.85', '293.46', '287.17', '0']"
"['316.67', '314.42', '309.81', '316.9', '315.23', '315.03', '293.11', '271.68', '271.39', '282.85', '293.46', '287.17', '278.13', '0']"
"['314.42', '309.81', '316.9', '315.23', '315.03', '293.11', '271.68', '271.39', '282.85', '293.46', '287.17', '278.13', '277.14', '0']"
"['309.81', '316.9', '315.23', '315.03', '293.11', '271.68', '271.39', '282.85', '293.46', '287.17', '278.13', '277.14', '268.93', '0']"
"['316.9', '315.23', '315.03', '293.11', '271.68', '271.39', '282.85', '293.46', '287.17', '278.13', '277.14', '268.93', '268.91', '0']"
"['315.23', '315.03', '293.11', '271.68', '271.39', '282.85', '293.46', '287.17', '278.13', '277.14', '268.93', '268.91', '234.63', '0']"
"['315.03', '293.11', '271.68', '271.39', '282.85', '293.46', '287.17', '278.13', '277.14', '268.93', '268.91', '234.63', '192.13', '1']"
"['293.11', '271.68', '271.39', '282.85', '293.46', '287.17', '278.13', '277.14', '268.93', '268.91', '234.63', '192.13', '208.79', '1']"
"['271.68', '271.39', '282.85', '293.46', '287.17', '278.13', '277.14', '268.93', '268.91', '234.63', '192.13', '208.79', '208.81', '0']"
"['271.39', '282.85', '293.46', '287.17', '278.13', '277.14', '268.93', '268.91', '234.63', '192.13', '208.79', '208.81', '200.21', '1']"
"['282.85', '293.46', '287.17', '278.13', '277.14', '268.93', '268.91', '234.63', '192.13', '208.79', '208.81', '200.21', '209.06', '1']"
"['293.46', '287.17', '278.13', '277.14', '268.93', '268.91', '234.63', '192.13', '208.79', '208.81', '200.21', '209.06', '215.72', '0']"
"['287.17', '278.13', '277.14', '268.93', '268.91', '234.63', '192.13', '208.79', '208.81', '200.21', '209.06', '215.72', '211.52', '1']"
"['278.13', '277.14', '268.93', '268.91', '234.63', '192.13', '208.79', '208.81', '200.21', '209.06', '215.72', '211.52', '220', '1']"
"['277.14', '268.93', '268.91', '234.63', '192.13', '208.79', '208.81', '200.21', '209.06', '215.72', '211.52', '220', '232.36', '1']"
"['268.93', '268.91', '234.63', '192.13', '208.79', '208.81', '200.21', '209.06', '215.72', '211.52', '220', '232.36', '232.38', '1']"
"['268.91', '234.63', '192.13', '208.79', '208.81', '200.21', '209.06', '215.72', '211.52', '220', '232.36', '232.38', '246.29', '1']"
"['234.63', '192.13', '208.79', '208.81', '200.21', '209.06', '215.72', '211.52', '220', '232.36', '232.38', '246.29', '250.55', '1']"
"['192.13', '208.79', '208.81', '200.21', '209.06', '215.72', '211.52', '220', '232.36', '232.38', '246.29', '250.55', '273.97', '0']"
"['208.79', '208.81', '200.21', '209.06', '215.72', '211.52', '220', '232.36', '232.38', '246.29', '250.55', '273.97', '261.86', '0']"
"['208.81', '200.21', '209.06', '215.72', '211.52', '220', '232.36', '232.38', '246.29', '250.55', '273.97', '261.86', '240.7', '0']"
"['200.21', '209.06', '215.72', '211.52', '220', '232.36', '232.38', '246.29', '250.55', '273.97', '261.86', '240.7', '232.02', '0']"
"['209.06', '215.72', '211.52', '220', '232.36', '232.38', '246.29', '250.55', '273.97', '261.86', '240.7', '232.02', '228.99', '0']"
"['215.72', '211.52', '220', '232.36', '232.38', '246.29', '250.55', '273.97', '261.86', '240.7', '232.02', '228.99', '223.65', '0']"
"['211.52', '220', '232.36', '232.38', '246.29', '250.55', '273.97', '261.86', '240.7', '232.02', '228.99', '223.65', '223.54', '1']"
"['220', '232.36', '232.38', '246.29', '250.55', '273.97', '261.86', '240.7', '232.02', '228.99', '223.65', '223.54', '230.6', '0']"
"['232.36', '232.38', '246.29', '250.55', '273.97', '261.86', '240.7', '232.02', '228.99', '223.65', '223.54', '230.6', '229.09', '0']"
"['232.38', '246.29', '250.55', '273.97', '261.86', '240.7', '232.02', '228.99', '223.65', '223.54', '230.6', '229.09', '226.62', '0']"
"['246.29', '250.55', '273.97', '261.86', '240.7', '232.02', '228.99', '223.65', '223.54', '230.6', '229.09', '226.62', '218.86', '1']"
"['250.55', '273.97', '261.86', '240.7', '232.02', '228.99', '223.65', '223.54', '230.6', '229.09', '226.62', '218.86', '222.08', '1']"
"['273.97', '261.86', '240.7', '232.02', '228.99', '223.65', '223.54', '230.6', '229.09', '226.62', '218.86', '222.08', '227.2', '0']"
"['261.86', '240.7', '232.02', '228.99', '223.65', '223.54', '230.6', '229.09', '226.62', '218.86', '222.08', '227.2', '223.57', '0']"
"['240.7', '232.02', '228.99', '223.65', '223.54', '230.6', '229.09', '226.62', '218.86', '222.08', '227.2', '223.57', '220.59', '0']"
"['232.02', '228.99', '223.65', '223.54', '230.6', '229.09', '226.62', '218.86', '222.08', '227.2', '223.57', '220.59', '219.78', '1']"
"['228.99', '223.65', '223.54', '230.6', '229.09', '226.62', '218.86', '222.08', '227.2', '223.57', '220.59', '219.78', '220.27', '1']"
"['223.65', '223.54', '230.6', '229.09', '226.62', '218.86', '222.08', '227.2', '223.57', '220.59', '219.78', '220.27', '221.35', '1']"
"['223.54', '230.6', '229.09', '226.62', '218.86', '222.08', '227.2', '223.57', '220.59', '219.78', '220.27', '221.35', '236.64', '1']"
"['230.6', '229.09', '226.62', '218.86', '222.08', '227.2', '223.57', '220.59', '219.78', '220.27', '221.35', '236.64', '251.7', '0']"
"['229.09', '226.62', '218.86', '222.08', '227.2', '223.57', '220.59', '219.78', '220.27', '221.35', '236.64', '251.7', '239.64', '0']"
"['226.62', '218.86', '222.08', '227.2', '223.57', '220.59', '219.78', '220.27', '221.35', '236.64', '251.7', '239.64', '234.86', '1']"
"['218.86', '222.08', '227.2', '223.57', '220.59', '219.78', '220.27', '221.35', '236.64', '251.7', '239.64', '234.86', '241.45', '0']"
"['222.08', '227.2', '223.57', '220.59', '219.78', '220.27', '221.35', '236.64', '251.7', '239.64', '234.86', '241.45', '237.79', '1']"
"['227.2', '223.57', '220.59', '219.78', '220.27', '221.35', '236.64', '251.7', '239.64', '234.86', '241.45', '237.79', '239.72', '1']"
"['223.57', '220.59', '219.78', '220.27', '221.35', '236.64', '251.7', '239.64', '234.86', '241.45', '237.79', '239.72', '243', '1']"
"['220.59', '219.78', '220.27', '221.35', '236.64', '251.7', '239.64', '234.86', '241.45', '237.79', '239.72', '243', '244.41', '0']"
"['219.78', '220.27', '221.35', '236.64', '251.7', '239.64', '234.86', '241.45', '237.79', '239.72', '243', '244.41', '237.8', '1']"
"['220.27', '221.35', '236.64', '251.7', '239.64', '234.86', '241.45', '237.79', '239.72', '243', '244.41', '237.8', '239.13', '0']"
"['221.35', '236.64', '251.7', '239.64', '234.86', '241.45', '237.79', '239.72', '243', '244.41', '237.8', '239.13', '238.4', '0']"
"['236.64', '251.7', '239.64', '234.86', '241.45', '237.79', '239.72', '243', '244.41', '237.8', '239.13', '238.4', '237.49', '0']"
"['251.7', '239.64', '234.86', '241.45', '237.79', '239.72', '243', '244.41', '237.8', '239.13', '238.4', '237.49', '236.25', '1']"
"['239.64', '234.86', '241.45', '237.79', '239.72', '243', '244.41', '237.8', '239.13', '238.4', '237.49', '236.25', '252.63', '1']"
"['234.86', '241.45', '237.79', '239.72', '243', '244.41', '237.8', '239.13', '238.4', '237.49', '236.25', '252.63', '257.25', '0']"
"['241.45', '237.79', '239.72', '243', '244.41', '237.8', '239.13', '238.4', '237.49', '236.25', '252.63', '257.25', '253.49', '1']"
"['237.79', '239.72', '243', '244.41', '237.8', '239.13', '238.4', '237.49', '236.25', '252.63', '257.25', '253.49', '267.96', '1']"
"['239.72', '243', '244.41', '237.8', '239.13', '238.4', '237.49', '236.25', '252.63', '257.25', '253.49', '267.96', '279.85', '0']"
"['243', '244.41', '237.8', '239.13', '238.4', '237.49', '236.25', '252.63', '257.25', '253.49', '267.96', '279.85', '275.94', '0']"
"['244.41', '237.8', '239.13', '238.4', '237.49', '236.25', '252.63', '257.25', '253.49', '267.96', '279.85', '275.94', '273.65', '0']"
"['237.8', '239.13', '238.4', '237.49', '236.25', '252.63', '257.25', '253.49', '267.96', '279.85', '275.94', '273.65', '273.22', '1']"
"['239.13', '238.4', '237.49', '236.25', '252.63', '257.25', '253.49', '267.96', '279.85', '275.94', '273.65', '273.22', '275.99', '0']"
"['238.4', '237.49', '236.25', '252.63', '257.25', '253.49', '267.96', '279.85', '275.94', '273.65', '273.22', '275.99', '275.01', '1']"
"['237.49', '236.25', '252.63', '257.25', '253.49', '267.96', '279.85', '275.94', '273.65', '273.22', '275.99', '275.01', '286.53', '1']"
"['236.25', '252.63', '257.25', '253.49', '267.96', '279.85', '275.94', '273.65', '273.22', '275.99', '275.01', '286.53', '292.42', '1']"
"['252.63', '257.25', '253.49', '267.96', '279.85', '275.94', '273.65', '273.22', '275.99', '275.01', '286.53', '292.42', '295.09', '0']"
"['257.25', '253.49', '267.96', '279.85', '275.94', '273.65', '273.22', '275.99', '275.01', '286.53', '292.42', '295.09', '294.94', '0']"
"['253.49', '267.96', '279.85', '275.94', '273.65', '273.22', '275.99', '275.01', '286.53', '292.42', '295.09', '294.94', '287.83', '0']"
"['267.96', '279.85', '275.94', '273.65', '273.22', '275.99', '275.01', '286.53', '292.42', '295.09', '294.94', '287.83', '282.82', '0']"
"['279.85', '275.94', '273.65', '273.22', '275.99', '275.01', '286.53', '292.42', '295.09', '294.94', '287.83', '282.82', '282.14', '1']"
"['275.94', '273.65', '273.22', '275.99', '275.01', '286.53', '292.42', '295.09', '294.94', '287.83', '282.82', '282.14', '290.83', '0']"
"['273.65', '273.22', '275.99', '275.01', '286.53', '292.42', '295.09', '294.94', '287.83', '282.82', '282.14', '290.83', '287.38', '0']"
"['273.22', '275.99', '275.01', '286.53', '292.42', '295.09', '294.94', '287.83', '282.82', '282.14', '290.83', '287.38', '265.06', '0']"
"['275.99', '275.01', '286.53', '292.42', '295.09', '294.94', '287.83', '282.82', '282.14', '290.83', '287.38', '265.06', '258.2', '1']"
"['275.01', '286.53', '292.42', '295.09', '294.94', '287.83', '282.82', '282.14', '290.83', '287.38', '265.06', '258.2', '260.33', '0']"
"['286.53', '292.42', '295.09', '294.94', '287.83', '282.82', '282.14', '290.83', '287.38', '265.06', '258.2', '260.33', '259.99', '1']"
"['292.42', '295.09', '294.94', '287.83', '282.82', '282.14', '290.83', '287.38', '265.06', '258.2', '260.33', '259.99', '265.45', '1']"
"['295.09', '294.94', '287.83', '282.82', '282.14', '290.83', '287.38', '265.06', '258.2', '260.33', '259.99', '265.45', '265.95', '0']"
"['294.94', '287.83', '282.82', '282.14', '290.83', '287.38', '265.06', '258.2', '260.33', '259.99', '265.45', '265.95', '250.16', '0']"
"['287.83', '282.82', '282.14', '290.83', '287.38', '265.06', '258.2', '260.33', '259.99', '265.45', '265.95', '250.16', '246.17', '1']"
"['282.82', '282.14', '290.83', '287.38', '265.06', '258.2', '260.33', '259.99', '265.45', '265.95', '250.16', '246.17', '249.6', '0']"
"['282.14', '290.83', '287.38', '265.06', '258.2', '260.33', '259.99', '265.45', '265.95', '250.16', '246.17', '249.6', '247.5', '1']"
"['290.83', '287.38', '265.06', '258.2', '260.33', '259.99', '265.45', '265.95', '250.16', '246.17', '249.6', '247.5', '252.13', '0']"
"['287.38', '265.06', '258.2', '260.33', '259.99', '265.45', '265.95', '250.16', '246.17', '249.6', '247.5', '252.13', '243.86', '1']"
"['265.06', '258.2', '260.33', '259.99', '265.45', '265.95', '250.16', '246.17', '249.6', '247.5', '252.13', '243.86', '247.6', '0']"
"['258.2', '260.33', '259.99', '265.45', '265.95', '250.16', '246.17', '249.6', '247.5', '252.13', '243.86', '247.6', '244.67', '1']"
"['260.33', '259.99', '265.45', '265.95', '250.16', '246.17', '249.6', '247.5', '252.13', '243.86', '247.6', '244.67', '245.31', '1']"
"['259.99', '265.45', '265.95', '250.16', '246.17', '249.6', '247.5', '252.13', '243.86', '247.6', '244.67', '245.31', '251.39', '1']"
"['265.45', '265.95', '250.16', '246.17', '249.6', '247.5', '252.13', '243.86', '247.6', '244.67', '245.31', '251.39', '253.7', '0']"
"['265.95', '250.16', '246.17', '249.6', '247.5', '252.13', '243.86', '247.6', '244.67', '245.31', '251.39', '253.7', '253.04', '1']"
"['250.16', '246.17', '249.6', '247.5', '252.13', '243.86', '247.6', '244.67', '245.31', '251.39', '253.7', '253.04', '257.89', '0']"
"['246.17', '249.6', '247.5', '252.13', '243.86', '247.6', '244.67', '245.31', '251.39', '253.7', '253.04', '257.89', '255.91', '0']"
"['249.6', '247.5', '252.13', '243.86', '247.6', '244.67', '245.31', '251.39', '253.7', '253.04', '257.89', '255.91', '254.27', '0']"
"['247.5', '252.13', '243.86', '247.6', '244.67', '245.31', '251.39', '253.7', '253.04', '257.89', '255.91', '254.27', '246.78', '0']"
"['252.13', '243.86', '247.6', '244.67', '245.31', '251.39', '253.7', '253.04', '257.89', '255.91', '254.27', '246.78', '240.83', '0']"
"['243.86', '247.6', '244.67', '245.31', '251.39', '253.7', '253.04', '257.89', '255.91', '254.27', '246.78', '240.83', '236.57', '0']"
